Region,Status,Construction Amount,Federal Funding,State Funding,Local Funding,Current Award Amount,Estimated or Actual Completed Date,Schedule Performance,Cost Performance
05 WESTERN NEW YORK,In Development,3600000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,2000000,,Yes,,,,,
05 WESTERN NEW YORK,In Development,1300000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,5000000,Yes,Yes,Yes,,,,
05 WESTERN NEW YORK,In Development,1700000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,,Yes,Yes,Yes,,,,
05 WESTERN NEW YORK,In Development,2500000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,3000000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,900000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,500000,,Yes,,,,,
05 WESTERN NEW YORK,In Development,490000,Yes,,,,,,
05 WESTERN NEW YORK,In Development,4400000,Yes,Yes,Yes,,,,
05 WESTERN NEW YORK,In Development,1600000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,2200000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,2300000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,2000000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,5000000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,1300000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,1000000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,2000000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,2300000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,1800000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,2400000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,2700000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,4400000,Yes,,,,,,
05 WESTERN NEW YORK,In Development,14500000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,4000000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,77200000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,5900000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,7700000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,4700000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,4800000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,800000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,1000000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,3400000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,1200000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,4100000,,Yes,,,,,
05 WESTERN NEW YORK,In Development,2200000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,2600000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,2700000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,2100000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,1500000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,200000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,390000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,440000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,600000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,270000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,320000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,220000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,900000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,1000000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,460000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,3800000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,1100000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,1500000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,1500000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,1900000,,Yes,,,,,
05 WESTERN NEW YORK,In Development,800000,,Yes,,,,,
05 WESTERN NEW YORK,In Development,900000,,Yes,,,,,
05 WESTERN NEW YORK,In Development,420000,,Yes,,,,,
05 WESTERN NEW YORK,In Development,700000,,Yes,,,,,
05 WESTERN NEW YORK,In Development,310000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,260000,,Yes,,,,,
05 WESTERN NEW YORK,In Development,470000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,250000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,900000,Yes,Yes,,,,,
05 WESTERN NEW YORK,In Development,,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,2200000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1400000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,2700000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,2700000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1000000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1100000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1100000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1100000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,500000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,3100000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,4200000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,2900000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,3100000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,4700000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,4200000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,4300000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,4400000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,6400000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,6500000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,6600000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,3100000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,3200000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,3200000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,3300000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,,Yes,,,,,,
05 WESTERN NEW YORK,Future Development,,Yes,,,,,,
05 WESTERN NEW YORK,Future Development,,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,,Yes,,,,,,
05 WESTERN NEW YORK,Future Development,1000000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1100000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1100000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1100000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,500000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,5400000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,410000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,420000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,420000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,430000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,440000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,2100000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,2200000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,2200000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1500000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1900000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,3800000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,3200000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,3300000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,18800000,,,,,,,
05 WESTERN NEW YORK,Future Development,1100000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,210000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,,Yes,,,,,,
05 WESTERN NEW YORK,Future Development,320000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,320000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,330000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,800000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1000000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1800000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,3100000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,3200000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,2700000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,2800000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,800000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1000000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1100000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1100000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1100000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,500000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,500000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,600000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1300000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,3000000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1500000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,2200000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,2200000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,3400000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,2000000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,2400000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,,Yes,,,,,,
05 WESTERN NEW YORK,Future Development,3500000,Yes,,,,,,
05 WESTERN NEW YORK,Future Development,260000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,2200000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,500000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1000000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,2400000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1800000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,2100000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,2200000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,700000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,800000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,800000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1500000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1100000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1100000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1100000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,2000000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,2100000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,2200000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,210000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,220000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1500000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1200000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,300000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,800000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1000000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,900000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,600000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,700000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1200000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1600000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1100000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,500000,,Yes,,,,,
05 WESTERN NEW YORK,Future Development,3400000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Future Development,1000000,Yes,Yes,,,,,
05 WESTERN NEW YORK,Completed Project,,Yes,Yes,,1708306.02,2018-09-28T00:00:00.000,GREEN,GREEN
05 WESTERN NEW YORK,Completed Project,,Yes,Yes,,894396.05,2018-10-19T00:00:00.000,GREEN,GREEN
05 WESTERN NEW YORK,Completed Project,,Yes,Yes,,3011484.72,2019-02-08T00:00:00.000,RED,GREEN
05 WESTERN NEW YORK,Completed Project,,,Yes,,1863528.83,2018-11-09T00:00:00.000,RED,RED
05 WESTERN NEW YORK,Completed Project,1700000,Yes,,Yes,,,,
05 WESTERN NEW YORK,Completed Project,,Yes,,,485658.79,2018-09-28T00:00:00.000,GREEN,GREEN
05 WESTERN NEW YORK,Completed Project,,Yes,Yes,,1748809.09,2018-09-21T00:00:00.000,GREEN,GREEN
05 WESTERN NEW YORK,Completed Project,,Yes,Yes,,2047920.02,2018-08-24T00:00:00.000,GREEN,GREEN
05 WESTERN NEW YORK,Completed Project,,Yes,Yes,,2878207.77,2018-11-02T00:00:00.000,GREEN,GREEN
05 WESTERN NEW YORK,Completed Project,,Yes,Yes,,2312801.09,2018-10-01T00:00:00.000,RED,RED
05 WESTERN NEW YORK,Completed Project,,Yes,Yes,,689058.35,2018-10-12T00:00:00.000,GREEN,GREEN
05 WESTERN NEW YORK,Completed Project,,Yes,Yes,,3722832.2,2018-09-08T00:00:00.000,GREEN,RED
05 WESTERN NEW YORK,Completed Project,,Yes,Yes,,1130946.14,2018-12-11T00:00:00.000,GREEN,YELLOW
05 WESTERN NEW YORK,Completed Project,,Yes,Yes,,1372807.43,2018-09-28T00:00:00.000,GREEN,GREEN
05 WESTERN NEW YORK,Completed Project,,Yes,Yes,,280528.58,2018-09-17T00:00:00.000,GREEN,GREEN
05 WESTERN NEW YORK,Completed Project,58000000,Yes,Yes,Yes,,,,
05 WESTERN NEW YORK,Completed Project,3000000,Yes,,,,,,
05 WESTERN NEW YORK,Completed Project,,Yes,Yes,Yes,4698282.61,2018-11-13T00:00:00.000,GREEN,RED
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,,1039887,2019-10-02T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,,1844030.35,2019-10-25T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,,2650000,2020-10-01T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,,1188876,2019-10-31T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,,2211111.11,2020-10-31T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,,Yes,,1025832.99,2018-12-02T00:00:00.000,GREEN,RED
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,700000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,,1317209.2,2019-10-01T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,1300000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,600000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,900000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,2500000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,1500000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,,7403879.27,2019-10-18T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,,984695.36,2019-12-06T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,,7135810.42,2018-10-17T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,,965647.38,2020-01-01T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,,Yes,,805461.97,2018-12-02T00:00:00.000,GREEN,RED
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,,2824796.33,2019-12-06T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,,7221054.61,2020-07-16T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,900000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,,1496704.35,2019-10-31T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,,142408.81,2019-05-14T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,,,3086705.54,2020-10-01T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,Yes,7408785.51,2019-05-29T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,210000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,,872696,2019-12-01T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,,7814635.18,2020-06-15T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,,1396396.4,2019-10-02T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,700000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,500000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,700000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,1400000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,1300000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,2600000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,1400000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,1200000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,900000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,480000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,1500000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,1300000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,800000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,1500000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,,Yes,,109091,2020-12-25T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,,Yes,,4266434.01,2019-12-31T00:00:00.000,GREEN,RED
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,2100000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,1000000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,3300000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,2500000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,1500000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,3300000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,6700000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,2000000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,2100000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,600000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,3700000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,800000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,1400000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,1900000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,2200000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,4000000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,1600000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,700000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,500000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,500000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,3600000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,2100000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,1500000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,150000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,1000000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,700000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,370000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,250000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,160000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,1000000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,1500000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,1300000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,1300000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,1000000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,1000000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,1000000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,600000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,900000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,700000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,700000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,700000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,1200000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,500000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,500000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,500000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,600000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,700000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,160000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,300000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,100000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,100000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,800000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,2100000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,1000000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,800000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,800000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,1100000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,460000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,800000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,600000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,600000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,800000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,250000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,900000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,1000000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,3300000,Yes,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,130000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,,Yes,Yes,,2111268.4,2019-05-20T00:00:00.000,RED,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,,Yes,Yes,,1667717.27,2018-10-17T00:00:00.000,RED,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,,Yes,Yes,,364852.52,2018-10-22T00:00:00.000,RED,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,,Yes,Yes,,2039808.59,2018-11-02T00:00:00.000,GREEN,YELLOW
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,2200000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,2600000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,700000,,Yes,,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,1400000,,Yes,,,,,
