Region,Status,Construction Amount,Federal Funding,State Funding,Local Funding,Current Award Amount,Estimated or Actual Completed Date,Schedule Performance,Cost Performance
09 SOUTHERN TIER,In Development,3000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,1000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,30700000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,4000000,No,Yes,No,,,,
09 SOUTHERN TIER,In Development,10700000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,4100000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,8000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,350000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,1000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,1500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,1300000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,2000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,18700000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,11800000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,1300000,No,Yes,No,,,,
09 SOUTHERN TIER,In Development,56000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,1400000,No,Yes,No,,,,
09 SOUTHERN TIER,In Development,310000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,2000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,1200000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,5000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,600000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,1400000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,3400000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,1500000,No,Yes,No,,,,
09 SOUTHERN TIER,In Development,600000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,170000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,2100000,No,Yes,No,,,,
09 SOUTHERN TIER,In Development,500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,2100000,No,Yes,No,,,,
09 SOUTHERN TIER,In Development,800000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,1300000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,900000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,1000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,19000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,2100000,No,Yes,No,,,,
09 SOUTHERN TIER,In Development,3100000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,1400000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,1000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,2000000,No,Yes,No,,,,
09 SOUTHERN TIER,In Development,1400000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,1000000,No,Yes,No,,,,
09 SOUTHERN TIER,In Development,1700000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,11500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,5000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,1200000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,380000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,1000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,2100000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,3500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,3000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,220000,No,Yes,No,,,,
09 SOUTHERN TIER,In Development,800000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,600000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,800000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,260000,No,Yes,No,,,,
09 SOUTHERN TIER,In Development,450000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,900000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,350000,No,Yes,No,,,,
09 SOUTHERN TIER,In Development,700000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,120000,No,Yes,No,,,,
09 SOUTHERN TIER,In Development,900000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,600000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,18100000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,100000,No,Yes,No,,,,
09 SOUTHERN TIER,In Development,1100000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,1500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,410000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,1400000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,300000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,2800000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,1800000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,1400000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,2000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,2800000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,2000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,1300000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,1500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,4000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,6000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,6000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,6000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,6000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,6000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,1500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,1500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,1500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,1500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,1500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,1500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,350000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,79000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,240000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,360000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,2500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,4000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,4000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,1400000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,3000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,3000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,2500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,2500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,2500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,2500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,500000,No,Yes,No,,,,
09 SOUTHERN TIER,Future Development,500000,No,Yes,No,,,,
09 SOUTHERN TIER,Future Development,500000,No,Yes,No,,,,
09 SOUTHERN TIER,Future Development,500000,No,Yes,No,,,,
09 SOUTHERN TIER,Future Development,500000,No,Yes,No,,,,
09 SOUTHERN TIER,Future Development,6000000,No,Yes,No,,,,
09 SOUTHERN TIER,Future Development,6000000,No,Yes,No,,,,
09 SOUTHERN TIER,Future Development,6000000,No,Yes,No,,,,
09 SOUTHERN TIER,Future Development,1000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,3000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,3000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,3000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,3000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,3000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,3000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,3000000,No,Yes,No,,,,
09 SOUTHERN TIER,Future Development,3000000,No,Yes,No,,,,
09 SOUTHERN TIER,Future Development,3000000,No,Yes,No,,,,
09 SOUTHERN TIER,Future Development,3000000,No,Yes,No,,,,
09 SOUTHERN TIER,Future Development,3000000,No,Yes,No,,,,
09 SOUTHERN TIER,Future Development,3000000,No,Yes,No,,,,
09 SOUTHERN TIER,Future Development,150000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,150000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,2500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,1500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,1500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,3000000,No,No,No,,,,
09 SOUTHERN TIER,Future Development,350000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,350000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,350000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,350000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Future Development,5600000,No,Yes,No,,,,
09 SOUTHERN TIER,Future Development,5600000,No,Yes,No,,,,
09 SOUTHERN TIER,Future Development,5600000,No,Yes,No,,,,
09 SOUTHERN TIER,Future Development,5600000,No,Yes,No,,,,
09 SOUTHERN TIER,Future Development,5600000,No,Yes,No,,,,
09 SOUTHERN TIER,Future Development,5600000,No,Yes,No,,,,
09 SOUTHERN TIER,Completed Project,,Yes,Yes,No,1127796.88,2018-11-02T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Completed Project,,Yes,Yes,No,2319553.24,2018-11-02T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Completed Project,,No,Yes,No,,,,
09 SOUTHERN TIER,Completed Project,,Yes,Yes,No,2144370.84,2018-09-14T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Completed Project,,Yes,Yes,No,2464738.34,2018-10-19T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Completed Project,,Yes,Yes,No,4962938.78,2018-09-17T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Completed Project,2600000,No,Yes,No,,,,
09 SOUTHERN TIER,Completed Project,,Yes,Yes,No,534880.23,2018-09-21T00:00:00.000,GREEN,YELLOW
09 SOUTHERN TIER,Completed Project,,Yes,Yes,No,1012932.43,2018-08-03T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Completed Project,,Yes,Yes,No,421431.44,2018-09-07T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Completed Project,,Yes,Yes,No,1121684.69,2019-07-05T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Completed Project,,Yes,Yes,No,5063708.69,2018-11-02T00:00:00.000,GREEN,YELLOW
09 SOUTHERN TIER,Completed Project,500000,No,Yes,No,,,,
09 SOUTHERN TIER,Completed Project,,Yes,Yes,No,1289177.3,2018-11-30T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Completed Project,1700000,No,Yes,No,,,,
09 SOUTHERN TIER,Completed Project,,Yes,Yes,No,620418.39,2018-09-14T00:00:00.000,GREEN,RED
09 SOUTHERN TIER,Completed Project,,Yes,Yes,No,1015187.78,2018-08-03T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Completed Project,470000,No,Yes,No,,,,
09 SOUTHERN TIER,Completed Project,800000,No,Yes,No,,,,
09 SOUTHERN TIER,Completed Project,1000000,No,Yes,No,,,,
09 SOUTHERN TIER,Completed Project,,No,No,No,4309357.17,2018-11-30T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Completed Project,,Yes,Yes,No,636539.33,2019-05-29T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Completed Project,1800000,No,Yes,No,,,,
09 SOUTHERN TIER,Completed Project,800000,No,Yes,No,,,,
09 SOUTHERN TIER,Completed Project,,Yes,Yes,No,741183.21,2018-11-02T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Completed Project,1300000,No,Yes,No,,,,
09 SOUTHERN TIER,Completed Project,1600000,No,Yes,No,,,,
09 SOUTHERN TIER,Completed Project,,Yes,Yes,No,2540426.4,2018-10-05T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Completed Project,,Yes,Yes,No,11758114.95,2018-10-30T00:00:00.000,RED,GREEN
09 SOUTHERN TIER,Completed Project,,Yes,Yes,No,478328.27,2018-11-13T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Completed Project,,Yes,Yes,No,633400.8,2019-06-14T00:00:00.000,GREEN,RED
10 LONG ISLAND,Under Construction,,Yes,Yes,No,3848848.5,2020-01-08T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,No,Yes,No,868800,2019-12-24T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,Yes,Yes,No,9478335,2019-10-25T00:00:00.000,RED,GREEN
10 LONG ISLAND,Under Construction,,No,Yes,No,2068999,2020-02-28T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,Yes,Yes,No,5130723,2019-09-29T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,No,Yes,No,7805237.72,2019-07-10T00:00:00.000,RED,GREEN
10 LONG ISLAND,Under Construction,,No,Yes,No,3654114,2019-09-12T00:00:00.000,GREEN,RED
10 LONG ISLAND,Under Construction,,Yes,Yes,No,22918753.62,2019-07-30T00:00:00.000,RED,GREEN
10 LONG ISLAND,Under Construction,,Yes,Yes,No,7868121.04,2020-07-05T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,Yes,Yes,No,2724154.25,2019-08-01T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,Yes,Yes,No,4598020.81,2019-08-27T00:00:00.000,RED,GREEN
10 LONG ISLAND,Under Construction,,No,Yes,No,1499501.35,2020-07-27T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,No,Yes,No,3450445,2020-06-15T00:00:00.000,RED,GREEN
10 LONG ISLAND,Under Construction,,Yes,Yes,No,6820426.55,2020-07-19T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,Yes,No,No,4035449.96,2019-12-30T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,Yes,Yes,No,32756202.85,2021-04-28T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,Yes,Yes,No,15936999.94,2019-10-25T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,Yes,Yes,No,7451704.76,2019-06-29T00:00:00.000,RED,RED
10 LONG ISLAND,Under Construction,,Yes,Yes,No,16251788.76,2019-06-29T00:00:00.000,RED,GREEN
10 LONG ISLAND,Under Construction,,No,Yes,No,7442966.65,2019-09-11T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,Yes,Yes,No,10677248.83,2020-04-28T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,Yes,Yes,No,93500000,2019-11-20T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,Yes,Yes,No,16193713,2020-12-28T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,Yes,Yes,No,5193830,2021-03-22T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,No,Yes,No,3718976.24,2019-10-27T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,Yes,Yes,No,6905393,2019-07-24T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,Yes,Yes,No,8002941.47,2019-07-30T00:00:00.000,GREEN,YELLOW
10 LONG ISLAND,Under Construction,,No,Yes,No,5994093.48,2019-08-26T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,Yes,Yes,No,8112740.4,2019-10-27T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,Yes,Yes,No,7862113.9,2020-06-30T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,Yes,Yes,No,8860262.32,2020-05-12T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,No,Yes,No,8245200,2020-08-28T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Under Construction,,Yes,Yes,No,2451749.6,2020-04-08T00:00:00.000,GREEN,YELLOW
10 LONG ISLAND,Under Construction,,Yes,Yes,No,4992825.15,2018-07-01T00:00:00.000,YELLOW,RED
10 LONG ISLAND,Under Construction,,No,Yes,No,3450445,2020-06-15T00:00:00.000,RED,GREEN
10 LONG ISLAND,Under Construction,,Yes,Yes,No,4110724,2019-10-31T00:00:00.000,GREEN,YELLOW
10 LONG ISLAND,Under Construction,,Yes,Yes,No,28208661.45,2020-08-13T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,In Development,3000000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,2400000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,19500000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,3500000,No,Yes,No,,,,
10 LONG ISLAND,In Development,3000000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,8000000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,3600000,No,Yes,No,,,,
10 LONG ISLAND,In Development,5700000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,32000000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,19400000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,5300000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,4000000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,3400000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,10500000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,8800000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,9100000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,56700000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,88400000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,11800000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,5500000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,10000000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,10000000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,5900000,No,Yes,No,,,,
10 LONG ISLAND,In Development,17300000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,1200000,No,Yes,No,,,,
10 LONG ISLAND,In Development,26500000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,6900000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,3400000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,7500000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,4100000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,3500000,Yes,Yes,No,,,,
10 LONG ISLAND,In Development,4200000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,10000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,10000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,1200000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,1200000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,1200000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,1200000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,7100000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,7000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,7000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,7000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,7000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,7000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,7000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,7000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,7000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3500000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,3500000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,3500000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,3500000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,3500000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,3500000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,10000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,4900000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,4900000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,4900000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3400000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,2200000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,4000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3300000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3800000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,4000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3800000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,3600000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,4700000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,4700000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,4000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,4000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,4000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,4000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,4000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,4000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3300000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,14800000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,34400000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,6200000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,22300000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,57000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,9000000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,8600000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,70100000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,48700000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,49300000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,36300000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,48500000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5100000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3900000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,3900000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,3900000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,4000000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,4000000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,3500000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,21400000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,6000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,10000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,6000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,12000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,12000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,12000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,12000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,12000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,7700000,Yes,Yes,No,,,,
